study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA270626	SRP051251	SAMN03266812	SRS835074	SRX864216	SRR1785353	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A01a		SINGLE	AMPLICON	GENOMIC	PCR	4238	1070363	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A01a	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A01a	A01a	454968	aa433d614d2f28fe3404e896de1551ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/003/SRR1785353/SRR1785353.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/003/SRR1785353/SRR1785353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/003/SRR1785353/SRR1785353.fastq.gz							716341	6013ff26d5118624a084eb6097f1f4b8	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/003/SRR1785353	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/003/SRR1785353	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/003/SRR1785353				A01a		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266813	SRS795880	SRX864217	SRR1785354	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A01b		SINGLE	AMPLICON	GENOMIC	PCR	2896	726985	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A01b	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A01b	A01b	275635	3b2c3f9ee0f32d0706d5686aafd5b185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/004/SRR1785354/SRR1785354.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/004/SRR1785354/SRR1785354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/004/SRR1785354/SRR1785354.fastq.gz							489869	d59501749fb3c14a583bc7c3d7dcad96	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/004/SRR1785354	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/004/SRR1785354	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/004/SRR1785354				A01b		This sample has been submitted by NYU on 2014-12-18; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266814	SRS835077	SRX864218	SRR1785355	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A01c		SINGLE	AMPLICON	GENOMIC	PCR	3015	762130	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A01c	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A01c	A01c	295794	f6b4df684c995f9cc96028ffd2abe8c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/005/SRR1785355/SRR1785355.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/005/SRR1785355/SRR1785355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/005/SRR1785355/SRR1785355.fastq.gz							517348	f6ea62aeef5d6cf44e215a77a5365843	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/005/SRR1785355	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/005/SRR1785355	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/005/SRR1785355				A01c		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266815	SRS835075	SRX864219	SRR1785356	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A01d		SINGLE	AMPLICON	GENOMIC	PCR	1564	395036	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A01d	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A01d	A01d	155999	296edd51b42b66256fe1884ceca8c834	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/006/SRR1785356/SRR1785356.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/006/SRR1785356/SRR1785356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/006/SRR1785356/SRR1785356.fastq.gz							308148	50a6359eaa7afddd4018efbdcc2d835c	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/006/SRR1785356	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/006/SRR1785356	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/006/SRR1785356				A01d		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266816	SRS835076	SRX864220	SRR1785357	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A02a		SINGLE	AMPLICON	GENOMIC	PCR	3908	989780	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A02a	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A02a	A02a	370288	ba8b9097e983716d69ae6eaf116e16d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/007/SRR1785357/SRR1785357.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/007/SRR1785357/SRR1785357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/007/SRR1785357/SRR1785357.fastq.gz							618441	0fdbbf0d6edc6410fef0a1187b23a536	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/007/SRR1785357	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/007/SRR1785357	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/007/SRR1785357				A02a		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266817	SRS835078	SRX864221	SRR1785358	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A02b		SINGLE	AMPLICON	GENOMIC	PCR	5134	1297886	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A02b	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A02b	A02b	517547	7786ff52c263fae9a29a53895a74438b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/008/SRR1785358/SRR1785358.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/008/SRR1785358/SRR1785358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/008/SRR1785358/SRR1785358.fastq.gz							839814	1d8ed8eb55988f374045282848236fdc	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/008/SRR1785358	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/008/SRR1785358	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/008/SRR1785358				A02b		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266818	SRS835079	SRX864222	SRR1785359	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A02c		SINGLE	AMPLICON	GENOMIC	PCR	3818	964979	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A02c	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A02c	A02c	378323	48b545a73f615d5c576d026eca5e2075	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/009/SRR1785359/SRR1785359.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/009/SRR1785359/SRR1785359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/009/SRR1785359/SRR1785359.fastq.gz							635841	74b94ecad2d9482020d154a944d6607f	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/009/SRR1785359	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/009/SRR1785359	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/009/SRR1785359				A02c		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266819	SRS835081	SRX864223	SRR1785360	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A02d		SINGLE	AMPLICON	GENOMIC	PCR	2246	565595	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A02d	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A02d	A02d	223893	956f5b10023d71af42acabc40be95493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/000/SRR1785360/SRR1785360.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/000/SRR1785360/SRR1785360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/000/SRR1785360/SRR1785360.fastq.gz							400289	512487416239d77712e8ee691e2b3bb5	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/000/SRR1785360	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/000/SRR1785360	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/000/SRR1785360				A02d		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266820	SRS835080	SRX864224	SRR1785361	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A03a		SINGLE	AMPLICON	GENOMIC	PCR	11618	2937943	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A03a	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A03a	A03a	1097807	e4eac4b014685f967d28c0ab099db79d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/001/SRR1785361/SRR1785361.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/001/SRR1785361/SRR1785361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/001/SRR1785361/SRR1785361.fastq.gz							1753278	bf8dcc901ea353fd1119e3e57591d21e	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/001/SRR1785361	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/001/SRR1785361	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/001/SRR1785361				A03a		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
PRJNA270626	SRP051251	SAMN03266821	SRS835082	SRX864225	SRR1785362	SRA217815	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	A03b		SINGLE	AMPLICON	GENOMIC	PCR	11671	2949769	NYU	2015-02-07	2015-06-19	Illumina MiSeq sequencing; 16s rRNA of human skin swab: Sample A03b	The cutaneous microbiome in out-patients presenting acutely with skin abscesses	PRJNA270626	A03b	A03b	1083869	51d0a55e9257049822528ecabee9f4b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/002/SRR1785362/SRR1785362.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR178/002/SRR1785362/SRR1785362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/002/SRR1785362/SRR1785362.fastq.gz							1600487	e0905ec239fd09a09ef02ed8caac6d4c	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/002/SRR1785362	fasp.sra.ebi.ac.uk:/vol1/srr/SRR178/002/SRR1785362	ftp.sra.ebi.ac.uk/vol1/srr/SRR178/002/SRR1785362				A03b		This sample has been submitted by NYU on 2015-02-05; Homo sapiens		2015-02-07
